jet_li	country	china
jet_li	name	jet li
jet_li	award	the_warlords
jet_li	name	\u674e\u9023\u6770
jet_li	name	\u674e\u8fde\u6770
jet_li	name	l\u01d0 li\u00e1nji\u00e9
jet_li	name	lei5 lin4-git6
jet_li	alias	\u674e\u967d\u4e2d (traditional)
jet_li	alias	\u674e\u9633\u4e2d (simplified)
jet_li	alias	l\u01d0 y\u00e1ngzh\u014dng (mandarin)
jet_li	alias	lei5 joeng4 zung1 (cantonese) (chinese producer pseudonym)
jet_li	occupation	chinese_martial_arts
jet_li	activeyearsstartyear	1982
jet_li	spouse	nina_li_(actress)
jet_li	homepage	www.jetli.com
jet_li	award	hong_kong_film_award_for_best_actor
jet_li	award	fearless_(2006_film)
jet_li	viafid	85554789
jet_li	name	li, jet
jet_li	birthdate	1963-04-26
jet_li	birthyear	1963
jet_li	description	chinese actor and martial artist
jet_li	alias	li, lianjie
ilona_staller	numberoffilms	15
ilona_staller	name	ilona staller
ilona_staller	birthdate	1951-11-26
ilona_staller	birthplace	budapest
ilona_staller	spouse	jeff_koons
ilona_staller	height	1.6764000000000001
ilona_staller	homepage	www.cicciolinaonline.com
ilona_staller	viafid	55841980
ilona_staller	lccnid	n/94/43894
ilona_staller	individualisedgnd	119091798
ilona_staller	name	staller, ilona
ilona_staller	birthdate	1931-11-26
ilona_staller	birthyear	1931
ilona_staller	description	hungarian-born italian porn actress and politician
bruce_lee	country	china
bruce_lee	name	bruce lee
bruce_lee	name	l\u01d0 xi\u01ceol\u00f3ng
bruce_lee	name	lei5 siu2 lung4
bruce_lee	restingplace	lake_view_cemetery_(seattle)
bruce_lee	occupation	chinese_martial_arts
bruce_lee	activeyearsstartyear	1941
bruce_lee	spouse	linda_lee_cadwell
bruce_lee	child	brandon_lee
bruce_lee	child	shannon_lee
bruce_lee	parent	lee_hoi-chuen
bruce_lee	homepage	www.bruceleefoundation.com
bruce_lee	homepage	www.brucelee.com
bruce_lee	award	fist_of_fury
bruce_lee	rdf-schema#seealso	history_of_wing_chun
bruce_lee	viafid	51692172
bruce_lee	lccnid	n/79/068505
bruce_lee	name	lee, bruce
bruce_lee	birthdate	1940-11-27
bruce_lee	birthyear	1940
bruce_lee	birthplace	san_francisco
bruce_lee	birthplace	united_states
bruce_lee	description	martial artist
bruce_lee	deathdate	1973-07-20
bruce_lee	deathyear	1973
bruce_lee	deathplace	hong_kong
charlton_heston	birthplace	cook_county,_illinois
charlton_heston	deathdate	2008-04-05
charlton_heston	deathyear	2008
charlton_heston	deathplace	beverly_hills,_california
charlton_heston	occupation	charlton_heston__1
charlton_heston	activeyearsstartyear	1941
charlton_heston	activeyearsendyear	2003
charlton_heston	birthname	john charles carter
charlton_heston	deathcause	pneumonia
charlton_heston	restingplace	pacific_palisades,_los_angeles
charlton_heston	education	new_trier_high_school
charlton_heston	almamater	northwestern_university
charlton_heston	hometown	st._helen,_michigan
charlton_heston	networth	4.0e7
charlton_heston	religion	episcopal_church_(united_states)
charlton_heston	spouse	lydia_clarke
charlton_heston	child	fraser_clarke_heston
charlton_heston	viafid	41996890
charlton_heston	name	heston, charlton
charlton_heston	birthdate	1923-10-04
charlton_heston	birthyear	1923
charlton_heston	description	american actor
charlton_heston	deathplace	beverly_hills,_california
charlton_heston	alias	carter, john charles
helen_atkinson-wood	name	helen atkinson-wood
helen_atkinson-wood	birthdate	1955-03-14
helen_atkinson-wood	birthyear	1955
helen_atkinson-wood	birthplace	cheadle_and_gatley_urban_district
helen_atkinson-wood	birthplace	cheshire
helen_atkinson-wood	name	atkinson-wood, helen
helen_atkinson-wood	description	british actress and comedienne
helen_atkinson-wood	country	england
stephy_tang	owl#differentfrom-inv	robert_baden-powell,_1st_baron_baden-powell
asia_carrera	numberoffilms	407
asia_carrera	name	asia carrera
asia_carrera	birthdate	1973-08-06
asia_carrera	birthplace	new_york_city
asia_carrera	birthplace	new_york
asia_carrera	birthplace	united_states
asia_carrera	birthname	jessica steinhauser
asia_carrera	spouse	bud_lee
asia_carrera	height	1.7399
asia_carrera	ethnicity	german_american
asia_carrera	ethnicity	japanese_american
asia_carrera	homepage	www.asiacarrera.com
asia_carrera	name	carrera, asia
asia_carrera	birthyear	1973
asia_carrera	description	american pornographic actress
asia_carrera	alias	steinhauser, jessica
ginger_lynn	numberoffilms	167
ginger_lynn	numberoffilms	148
ginger_lynn	numberoffilms	2
ginger_lynn	name	ginger lynn
ginger_lynn	birthdate	1962-12-14
ginger_lynn	birthplace	rockford,_illinois
ginger_lynn	birthname	ginger lynn allen
ginger_lynn	height	1.6002
ginger_lynn	viafid	46339871
ginger_lynn	name	lynn, ginger
ginger_lynn	birthyear	1962
ginger_lynn	description	american pornographic actress
ginger_lynn	alias	allen, ginger lynn
zhang_ziyi	country	china
zhang_ziyi	name	zhang ziyi
zhang_ziyi	name	\u7ae0\u5b50\u6021
zhang_ziyi	name	zh\u0101ng z\u01d0y\u00ed
zhang_ziyi	activeyearsstartyear	1996
zhang_ziyi	homepage	www.ziyitoday.com
zhang_ziyi	award	2046_(film)
zhang_ziyi	award	the_grandmaster_(film)
zhang_ziyi	award	crouching_tiger,_hidden_dragon
zhang_ziyi	award	jasmine_women
zhang_ziyi	viafid	85555134
zhang_ziyi	lccnid	no/2004/114368
zhang_ziyi	individualisedgnd	173932045
zhang_ziyi	name	zhang, ziyi
zhang_ziyi	birthdate	1979-02-09
zhang_ziyi	birthyear	1979
zhang_ziyi	birthplace	mainland_china
zhang_ziyi	description	chinese actress
moana_pozzi	name	moana pozzi
moana_pozzi	birthplace	genoa
moana_pozzi	birthname	anna moana rosa pozzi
moana_pozzi	deathdate	1994-09-15
moana_pozzi	deathplace	lyon
moana_pozzi	deathplace	france
moana_pozzi	viafid	47853226
moana_pozzi	name	pozzi, moana
moana_pozzi	birthdate	1961-04-27
moana_pozzi	birthyear	1961
moana_pozzi	description	adult film actress
moana_pozzi	deathyear	1994
moana_pozzi	alias	pozzi, anna moana rosa; heveret, linda
jenna_jameson	numberoffilms	173
jenna_jameson	numberoffilms	4
jenna_jameson	name	jenna jameson
jenna_jameson	birthdate	1974-04-09
jenna_jameson	birthplace	las_vegas_valley
jenna_jameson	birthplace	nevada
jenna_jameson	birthname	jenna marie massoli
jenna_jameson	spouse	brad_armstrong_(pornographic_actor)
jenna_jameson	spouse	jay_grdina
jenna_jameson	height	1.7018
jenna_jameson	homepage	jennajameson.com
jenna_jameson	rdf-schema#seealso	jenna_jameson_filmography
jenna_jameson	viafid	35588705
jenna_jameson	name	jameson, jenna
jenna_jameson	birthyear	1974
jenna_jameson	description	american pornographic actress & entrepreneur
jenna_jameson	alias	massoli, jenna marie
jo_guest	name	jo guest
jo_guest	birthdate	1972-02-22
jo_guest	birthplace	chesterfield
jo_guest	birthplace	derbyshire
jo_guest	birthname	joanne guest
jo_guest	name	guest, joanne
jo_guest	birthyear	1972
jo_guest	description	british model
marilyn_chambers	numberoffilms	39
marilyn_chambers	birthplace	providence,_rhode_island
marilyn_chambers	birthname	marilyn ann taylor or briggs
marilyn_chambers	deathdate	2009-04-12
marilyn_chambers	deathplace	santa_clarita,_california
marilyn_chambers	height	1.7018
marilyn_chambers	nationality	united_states
marilyn_chambers	viafid	24810624
marilyn_chambers	lccnid	nr/2004/18821
marilyn_chambers	individualisedgnd	112694659
marilyn_chambers	name	chambers, marilyn
marilyn_chambers	birthdate	1952-04-22
marilyn_chambers	birthyear	1952
marilyn_chambers	description	pornographic actress
marilyn_chambers	deathyear	2009
marilyn_chambers	alias	briggs, marilyn ann
annabel_chong	numberoffilms	66
annabel_chong	name	annabel chong
annabel_chong	birthdate	1972-05-22
annabel_chong	birthplace	singapore
annabel_chong	birthname	grace quek
annabel_chong	height	1.6256
annabel_chong	ethnicity	chinese_singaporean
annabel_chong	viafid	61271844
annabel_chong	name	chong, annabel
annabel_chong	birthyear	1972
annabel_chong	description	pornographic actress & director
annabel_chong	alias	quek, grace
chow_yun-fat	country	china
chow_yun-fat	name	chow yun-fat
chow_yun-fat	name	\u5468\u6f64\u767c
chow_yun-fat	name	zau1 jeon6faat3
chow_yun-fat	alias	donald chow, donald chow yun-fat
chow_yun-fat	activeyearsstartyear	1974
chow_yun-fat	spouse	candice_yu
chow_yun-fat	award	a_better_tomorrow
chow_yun-fat	award	city_on_fire_(1987_film)
chow_yun-fat	award	all_about_ah-long
chow_yun-fat	award	hong_kong_1941
chow_yun-fat	award	an_autumn's_tale
chow_yun-fat	viafid	81659206
chow_yun-fat	name	chow, yun-fat
chow_yun-fat	birthdate	1955-05-18
chow_yun-fat	birthyear	1955
chow_yun-fat	birthplace	lamma_island
chow_yun-fat	birthplace	hong_kong
chow_yun-fat	description	hong kong actor
annie_sprinkle	name	annie sprinkle
annie_sprinkle	birthdate	1954-07-23
annie_sprinkle	birthplace	philadelphia
annie_sprinkle	birthplace	pennsylvania
annie_sprinkle	birthplace	united_states
annie_sprinkle	birthname	ellen f. steinberg
annie_sprinkle	homepage	www.anniesprinkle.org
annie_sprinkle	viafid	13239631
annie_sprinkle	name	sprinkle, annie
annie_sprinkle	birthyear	1954
annie_sprinkle	description	american pornographic actor
sammo_hung	country	china
sammo_hung	name	sammo hung
sammo_hung	award	asia-pacific_film_festival
sammo_hung	award	hong_kong_film_award_for_best_actor
sammo_hung	award	painted_faces
sammo_hung	name	\u6d2a\u91d1\u5bf6
sammo_hung	name	\u6d2a\u91d1\u5b9d
sammo_hung	name	h\u00f3ng j\u012bnb\u01ceo
sammo_hung	name	hung4 gam1-bou2
sammo_hung	alias	yuen lung (\u5143\u9f8d) / chu yuen lung (\u6731\u5143\u9f8d), dai goh dai (\u5927\u54e5\u5927; big, big brother)
sammo_hung	occupation	martial_arts
sammo_hung	activeyearsstartyear	1961
sammo_hung	spouse	joyce_godenzi
sammo_hung	child	timmy_hung
sammo_hung	child	jimmy_hung_tin_cheung
sammo_hung	child	sammy_hung_tin_chiu
sammo_hung	child	stephanie_hung_chao_yu
sammo_hung	award	carry_on_pickpocket
sammo_hung	award	hong_kong_film_award_for_best_action_choreography
sammo_hung	award	the_prodigal_son_(1981_film)
sammo_hung	award	ip_man_(film)
sammo_hung	award	ip_man_2
sammo_hung	name	hung, sammo
sammo_hung	birthdate	1952-01-07
sammo_hung	birthyear	1952
sammo_hung	description	hong kong actor and film director
tsui_hark	country	china
tsui_hark	name	tsui hark
tsui_hark	name	\u5f90\u514b
tsui_hark	name	ceoi4 hak1
tsui_hark	occupation	film_director
tsui_hark	occupation	film_producer
tsui_hark	occupation	screenwriter
tsui_hark	spouse	nansun_shi
tsui_hark	award	a_better_tomorrow
tsui_hark	award	hong_kong_film_award_for_best_director
tsui_hark	award	once_upon_a_time_in_china
tsui_hark	award	detective_dee_and_the_mystery_of_the_phantom_flame
tsui_hark	viafid	72303647
tsui_hark	name	tsui, hark
tsui_hark	birthdate	1950-02-15
tsui_hark	birthyear	1950
tsui_hark	birthplace	ho_chi_minh_city
tsui_hark	birthplace	state_of_vietnam
tsui_hark	description	hong kong film director
roman_tam	country	china
roman_tam	genre	cantopop
roman_tam	genre	hong_kong_english_pop
roman_tam	recordlabel	emi
roman_tam	recordlabel	bmg_rights_management
roman_tam	recordlabel	emperor_entertainment_group
roman_tam	associatedact	roman_and_the_four_steps
roman_tam	name	roman tam
roman_tam	award	1991_rthk_top_10_gold_songs_awards
roman_tam	name	\u7f85\u6587
roman_tam	name	\u7f57\u6587
roman_tam	name	lu\u00f3 w\u00e9n
roman_tam	name	lo4 man4
roman_tam	alias	law kee (\u7f85\u8a18)
roman_tam	alias	godfather ofcantopop
roman_tam	activeyearsstartyear	1960
roman_tam	activeyearsendyear	1996
roman_tam	viafid	103580696
roman_tam	name	tam, roman
roman_tam	birthdate	1950-02-16
roman_tam	birthyear	1950
roman_tam	birthplace	baise
roman_tam	description	hong kong singer
roman_tam	deathdate	2002-10-18
roman_tam	deathyear	2002
roman_tam	deathplace	hong_kong_people
tera_patrick	numberoffilms	126
tera_patrick	name	tera patrick
tera_patrick	birthdate	1976-07-25
tera_patrick	birthplace	great_falls,_montana
tera_patrick	birthname	linda ann hopkins
tera_patrick	spouse	evan_seinfeld
tera_patrick	height	1.7526
tera_patrick	ethnicity	thai_people
tera_patrick	ethnicity	english_people
tera_patrick	ethnicity	dutch_people
tera_patrick	homepage	www.terapatrick.com
tera_patrick	viafid	101386068
tera_patrick	name	patrick, tera
tera_patrick	birthyear	1976
tera_patrick	description	american pornographic actress & model
tera_patrick	alias	hopkins, linda ann
jackie_chan	country	china
jackie_chan	genre	cantopop
jackie_chan	genre	mandopop
jackie_chan	genre	hong_kong_english_pop
jackie_chan	genre	j-pop
jackie_chan	name	jackie chan
jackie_chan	name	sbsmbe
jackie_chan	award	mtv_movie_awards
jackie_chan	award	rush_hour_2
jackie_chan	award	rush_hour_(1998_film)
jackie_chan	award	shanghai_international_film_festival
jackie_chan	name	ch\u00e9ng l\u00f3ng
jackie_chan	name	sing4 lung4
jackie_chan	alias	(fong si-lung)
jackie_chan	alias	(yuen lou)
jackie_chan	alias	(big brother)
jackie_chan	occupation	martial_arts
jackie_chan	occupation	stunt_performer
jackie_chan	activeyearsstartyear	1959
jackie_chan	child	jaycee_chan
jackie_chan	parent	charles_and_lee-lee_chan
jackie_chan	award	hong_kong_film_award_for_best_film
jackie_chan	award	rouge_(film)
jackie_chan	award	hong_kong_film_award_for_best_action_choreography
jackie_chan	award	rumble_in_the_bronx
jackie_chan	award	who_am_i%3f_(1998_film)
jackie_chan	award	cz12
jackie_chan	award	police_story_3:_super_cop
jackie_chan	award	crime_story_(film)
jackie_chan	award	new_police_story
jackie_chan	viafid	116650054
jackie_chan	lccnid	no/96/39667
jackie_chan	name	chan, jackie, sbs
jackie_chan	birthdate	1954-04-07
jackie_chan	birthyear	1954
jackie_chan	birthplace	hong_kong_people
jackie_chan	description	hong kong actor, action choreographer, film director, film producer,martial artist, screenwriter, singer andstunt performer
michelle_yeoh	country	china
michelle_yeoh	name	michelle yeoh
michelle_yeoh	name	\u694a\u7d2b\u74ca
michelle_yeoh	name	\u6768\u7d2b\u743c
michelle_yeoh	name	y\u00e1ng z\u01d0qi\u00f3ng
michelle_yeoh	name	joeng4 zi2-king4
michelle_yeoh	activeyearsstartyear	1984
michelle_yeoh	spouse	dickson_poon
michelle_yeoh	partner	jean_todt
michelle_yeoh	viafid	85729005
michelle_yeoh	lccnid	no/97/58240
michelle_yeoh	name	yeoh, michelle
michelle_yeoh	birthdate	1962-08-06
michelle_yeoh	birthyear	1962
michelle_yeoh	birthplace	ipoh
michelle_yeoh	birthplace	perak
michelle_yeoh	birthplace	malaysia
michelle_yeoh	description	chinese actress
michelle_yeoh	alias	khan, michelle
johan_paulik	owl#differentfrom	john_paulk
johan_paulik	name	johan paulik
johan_paulik	birthdate	1975-03-14
johan_paulik	birthplace	bratislava
johan_paulik	birthplace	slovak_socialist_republic
johan_paulik	birthplace	czechoslovak_socialist_republic
johan_paulik	birthplace	slovakia
johan_paulik	ethnicity	slovakia
johan_paulik	name	paulik, johan
johan_paulik	birthyear	1975
johan_paulik	description	gay porn actor
maggie_cheung	owl#differentfrom	maggie_cheung_ho-yee
