db:name, db:recordlabel, db:genre, db:language, db:recordedin, db:artist, db:type
db:compiler, db:genre, db:artist, db:type, db:producer
db:album-inv, db:recordlabel, db:genre, db:language, db:artist, db:producer
db:recorddate, db:genre, db:runtime, db:recordedin, db:artist, db:releasedate
db:recordlabel, db:genre, db:recordedin, db:artist, db:releasedate, db:type, db:producer
db:longtype, db:recordlabel, db:genre, db:language, db:artist, db:producer
db:name, db:recorddate, db:recordlabel, db:genre, db:recordedin, db:releasedate
db:subsequentwork, db:picture, db:recordedin, db:artist, db:producer
db:recorddate, db:recordlabel, db:genre, db:recordedin, db:artist, db:type, db:producer
db:album-inv, db:subsequentwork, db:recorddate, db:recordlabel, db:genre, db:artist, db:producer
db:subsequentwork, db:recorddate, db:genre, db:previouswork, db:recordedin, db:artist, db:producer
db:subsequentwork, db:previouswork-inv, db:genre, db:artist, db:producer
db:compiler, db:recordlabel, db:genre, db:artist, db:type
db:album-inv, db:recordlabel, db:previouswork, db:artist
db:album-inv, db:recordlabel, db:genre, db:recordedin, db:artist, db:type, db:producer
